"id","userprofile_id","klass_id"
"293","199","1"
"294","200","1"
"295","201","37"
"296","202","38"
"297","203","47"
"298","204","12"
"299","204","13"
"300","204","14"
"301","205","2"
"302","206","55"
"303","207","55"
"304","190","17"
"5014","1247","111"
"5057","4430","112"
"5077","1246","111"
"5096","1301","112"
"5114","1263","112"
"357","261","61"
"358","262","61"
"359","263","61"
"360","264","61"
"361","265","61"
"362","266","62"
"363","267","62"
"364","268","62"
"365","269","62"
"366","270","62"
"367","271","63"
"368","272","63"
"370","274","63"
"371","275","63"
"372","276","64"
"373","277","64"
"374","278","64"
"375","279","64"
"376","280","64"
"377","281","65"
"378","282","65"
"379","283","65"
"380","284","65"
"381","285","65"
"382","286","66"
"383","287","66"
"384","288","66"
"385","289","66"
"386","290","66"
"387","291","67"
"388","292","67"
"389","293","67"
"390","294","67"
"391","295","67"
"392","296","68"
"393","297","68"
"394","298","68"
"395","299","68"
"396","300","68"
"397","301","69"
"398","302","69"
"399","303","69"
"400","304","69"
"401","305","69"
"402","306","67"
"403","307","68"
"404","308","69"
"405","309","61"
"406","310","62"
"407","311","63"
"408","312","64"
"409","313","65"
"410","314","66"
"411","260","1"
"412","315","70"
"413","316","70"
"414","317","70"
"415","318","70"
"416","319","70"
"417","320","70"
"418","321","70"
"419","322","70"
"420","323","70"
"421","324","70"
"422","325","70"
"423","326","70"
"424","327","70"
"425","328","70"
"426","329","70"
"427","330","70"
"428","331","70"
"429","332","70"
"430","333","70"
"431","334","70"
"432","335","70"
"433","336","70"
"434","337","70"
"435","338","70"
"436","339","70"
"437","340","70"
"438","341","70"
"439","342","70"
"440","343","70"
"441","344","70"
"442","345","71"
"443","346","71"
"444","347","71"
"445","348","71"
"446","349","71"
"447","350","71"
"448","351","71"
"449","352","71"
"450","353","71"
"451","354","71"
"452","355","71"
"453","356","71"
"454","357","71"
"455","358","71"
"456","359","71"
"457","360","71"
"458","361","71"
"459","362","71"
"460","363","71"
"461","364","71"
"462","365","71"
"463","366","71"
"464","367","71"
"465","368","71"
"466","369","71"
"467","370","71"
"468","371","71"
"469","372","71"
"470","373","71"
"471","374","71"
"472","375","72"
"473","376","72"
"474","377","72"
"475","378","72"
"476","379","72"
"477","380","72"
"667","569","57"
"478","381","72"
"479","382","72"
"480","383","72"
"481","384","72"
"482","385","72"
"483","386","72"
"484","387","72"
"485","388","72"
"486","389","72"
"487","390","72"
"488","391","72"
"489","392","72"
"490","393","72"
"491","394","72"
"492","395","72"
"493","396","72"
"494","397","72"
"495","398","72"
"496","399","72"
"497","400","72"
"498","401","72"
"499","402","72"
"500","403","72"
"501","404","72"
"502","405","70"
"503","406","71"
"504","407","72"
"505","408","73"
"506","409","73"
"507","410","73"
"508","411","73"
"509","412","73"
"510","413","74"
"511","414","74"
"512","415","74"
"513","416","74"
"514","417","74"
"515","418","75"
"516","419","75"
"517","420","75"
"518","421","75"
"519","422","75"
"520","423","76"
"521","424","76"
"522","425","76"
"523","426","76"
"524","427","76"
"525","428","77"
"526","429","77"
"527","430","77"
"528","431","77"
"529","432","77"
"530","433","78"
"531","434","78"
"532","435","78"
"533","436","78"
"534","437","78"
"535","438","79"
"536","439","79"
"537","440","79"
"538","441","79"
"539","442","79"
"540","443","80"
"541","444","80"
"542","445","80"
"543","446","80"
"544","447","80"
"546","449","81"
"547","450","81"
"548","451","81"
"549","452","81"
"550","453","79"
"551","454","80"
"552","455","81"
"553","456","73"
"554","457","74"
"555","458","75"
"556","459","76"
"557","460","77"
"558","461","78"
"5058","4428","112"
"5078","1242","111"
"5097","1297","112"
"5115","1261","112"
"775","310","61"
"776","676","86"
"777","677","86"
"778","678","86"
"779","679","86"
"1275","881","102"
"781","681","91"
"782","681","89"
"783","681","87"
"784","682","88"
"785","682","90"
"786","682","92"
"787","683","91"
"788","684","91"
"789","685","91"
"790","686","92"
"791","687","93"
"792","688","93"
"793","689","93"
"794","690","93"
"795","691","93"
"796","692","94"
"797","693","94"
"798","694","94"
"799","695","94"
"800","696","94"
"801","697","95"
"802","698","95"
"803","699","95"
"804","700","95"
"805","701","95"
"806","702","96"
"807","703","96"
"808","704","96"
"809","705","96"
"810","706","96"
"811","707","97"
"812","708","97"
"813","709","97"
"814","710","97"
"815","711","97"
"816","712","98"
"817","713","98"
"818","714","98"
"819","715","98"
"820","716","98"
"821","717","99"
"822","718","99"
"823","719","99"
"719","621","57"
"722","569","58"
"723","624","58"
"824","720","99"
"825","721","99"
"826","722","100"
"827","723","100"
"828","724","100"
"829","725","100"
"830","726","100"
"831","727","101"
"832","728","101"
"833","729","101"
"834","730","101"
"835","731","101"
"836","732","99"
"837","733","100"
"838","734","101"
"839","735","93"
"840","736","94"
"841","737","95"
"842","738","96"
"843","739","97"
"844","740","98"
"845","741","106"
"846","742","106"
"847","743","106"
"848","744","106"
"849","745","106"
"850","746","106"
"851","747","106"
"852","748","106"
"853","749","106"
"854","750","106"
"855","751","106"
"856","752","106"
"857","753","106"
"858","754","106"
"859","755","106"
"860","756","106"
"861","757","106"
"862","758","106"
"863","759","106"
"864","760","106"
"865","761","106"
"866","762","106"
"867","763","106"
"868","764","106"
"869","765","106"
"870","766","106"
"871","767","106"
"872","768","106"
"873","769","106"
"874","770","106"
"875","771","106"
"876","772","106"
"877","773","106"
"878","774","106"
"879","775","106"
"880","776","106"
"881","777","106"
"882","778","106"
"883","779","106"
"884","780","106"
"885","781","106"
"886","782","106"
"887","783","106"
"888","784","106"
"889","785","106"
"890","786","106"
"891","787","106"
"892","788","106"
"893","789","106"
"894","790","106"
"895","791","106"
"896","792","106"
"1276","882","102"
"1278","883","102"
"1280","885","102"
"1282","887","102"
"903","680","86"
"904","732","100"
"905","732","101"
"906","733","99"
"907","733","101"
"908","734","99"
"909","734","100"
"910","735","94"
"911","735","95"
"912","736","93"
"913","736","95"
"914","737","93"
"915","737","94"
"916","738","97"
"917","738","98"
"918","739","96"
"919","739","98"
"920","740","96"
"921","740","97"
"922","794","107"
"923","795","107"
"924","796","107"
"925","797","107"
"926","798","107"
"927","799","107"
"928","800","107"
"929","801","107"
"930","802","107"
"931","803","107"
"932","804","107"
"933","805","107"
"934","806","107"
"935","807","107"
"936","808","107"
"937","809","107"
"938","810","107"
"939","811","107"
"940","812","107"
"941","813","107"
"942","814","107"
"943","815","107"
"944","816","107"
"945","817","107"
"946","818","107"
"947","819","107"
"948","820","107"
"949","821","107"
"950","822","107"
"951","823","107"
"952","824","107"
"953","825","107"
"954","826","107"
"955","827","107"
"956","828","107"
"957","829","107"
"958","830","107"
"959","831","107"
"960","832","107"
"961","833","107"
"962","834","107"
"963","834","108"
"964","835","108"
"965","836","108"
"966","837","108"
"967","838","108"
"968","839","108"
"969","840","108"
"970","841","108"
"971","842","108"
"972","843","108"
"973","844","108"
"974","845","108"
"975","846","108"
"976","847","108"
"977","848","108"
"978","849","108"
"979","850","108"
"980","851","108"
"981","852","108"
"982","853","108"
"983","854","108"
"984","855","108"
"985","856","108"
"986","857","108"
"987","858","108"
"988","859","108"
"989","860","108"
"990","861","108"
"991","862","108"
"992","863","108"
"993","864","108"
"994","865","108"
"995","866","108"
"996","867","108"
"997","868","108"
"998","869","108"
"999","870","108"
"1000","871","108"
"1001","872","108"
"1002","873","108"
"1003","874","108"
"1004","875","107"
"1005","875","108"
"1006","876","86"
"1008","878","6"
"1009","879","6"
"1277","1058","105"
"1279","884","102"
"1281","886","102"
"1283","888","102"
"1284","889","102"
"1285","890","102"
"1286","1059","105"
"1287","891","102"
"1288","892","102"
"1289","893","102"
"1290","894","102"
"1291","895","102"
"1292","896","102"
"1293","1060","105"
"1294","897","102"
"1295","898","102"
"1296","1061","105"
"1297","899","102"
"1298","900","102"
"1299","1062","105"
"1300","901","102"
"1301","902","102"
"1302","1063","105"
"1303","903","102"
"1304","1064","105"
"1305","904","102"
"1306","1065","105"
"1307","905","102"
"1308","906","102"
"1309","907","102"
"1310","908","102"
"1311","1066","105"
"1312","909","102"
"1313","910","102"
"5016","1245","111"
"1315","911","102"
"1316","912","102"
"1317","913","102"
"1318","1068","105"
"1319","914","102"
"1320","915","102"
"1321","1069","105"
"1322","916","102"
"1323","1070","105"
"1324","917","102"
"1325","1071","105"
"1326","918","102"
"1327","1072","105"
"1328","919","102"
"1329","1073","105"
"1330","1074","105"
"1331","1075","105"
"1332","1076","105"
"1333","1077","105"
"1334","1078","105"
"1335","1079","105"
"1336","1080","105"
"1338","1082","105"
"1339","1083","105"
"1340","1084","105"
"1341","1085","105"
"1342","1086","105"
"1343","1087","105"
"1344","1088","105"
"1345","1089","105"
"1346","1090","105"
"1347","1091","105"
"1348","1092","105"
"1349","1093","105"
"1350","1094","105"
"1351","1095","105"
"1352","1096","105"
"1353","1097","105"
"1354","1098","105"
"1355","1099","105"
"1356","1100","105"
"1357","1101","105"
"1358","460","45"
"1359","1142","105"
"1360","1143","105"
"1361","1144","105"
"5059","1304","112"
"1363","1102","103"
"1364","1103","103"
"1365","1104","103"
"1366","1105","103"
"1367","1106","103"
"1368","1107","103"
"1369","1108","103"
"1370","1109","103"
"1371","1110","103"
"1372","1111","103"
"1373","1112","103"
"1374","1113","103"
"1375","1114","103"
"1376","1115","103"
"1377","1116","103"
"1378","1117","103"
"1379","1118","103"
"1380","1119","103"
"1381","1120","103"
"1382","1121","103"
"1383","1122","103"
"1384","1123","103"
"1385","1124","103"
"1386","1125","103"
"1387","1126","103"
"1388","1127","103"
"1389","1128","103"
"1390","1129","103"
"1391","1130","103"
"1392","1131","103"
"1393","1132","103"
"1394","1133","103"
"1395","1134","103"
"1396","1135","103"
"1397","1136","103"
"1398","1137","103"
"1399","1138","103"
"1400","1145","109"
"1404","928","105"
"1405","1149","110"
"1408","1152","110"
"1409","1153","110"
"1410","1154","110"
"1412","1156","110"
"1413","1157","110"
"1414","1158","110"
"1415","1159","110"
"1416","1160","110"
"1417","1161","110"
"1418","1162","110"
"1419","1163","110"
"1420","1164","110"
"1421","1165","110"
"1422","1166","110"
"1423","1167","110"
"1424","1168","110"
"1425","1169","110"
"1426","1170","110"
"1427","1171","110"
"1428","1172","110"
"1429","1173","110"
"1430","1174","110"
"1431","1175","110"
"1432","1176","110"
"1433","1177","110"
"1434","1178","110"
"1435","1179","110"
"1436","1180","110"
"1437","1181","110"
"1438","1182","110"
"1439","1183","110"
"1440","1184","110"
"1441","1185","110"
"1442","1186","110"
"1443","1187","110"
"1444","1188","110"
"1445","1189","110"
"1446","1190","110"
"1447","1191","110"
"1448","1192","110"
"1449","1193","110"
"1450","1194","110"
"1451","1195","110"
"1452","1196","110"
"1453","1197","110"
"1454","1198","110"
"1455","1199","110"
"5079","1240","111"
"5098","1295","112"
"1457","1201","110"
"1458","1202","110"
"1459","1203","110"
"1460","1204","110"
"1461","1205","110"
"1463","1207","110"
"1464","1208","110"
"1465","1209","110"
"5116","4447","194"
"1467","1211","110"
"5118","3862","105"
"1470","1214","3"
"1471","1215","111"
"1473","1217","111"
"5121","197","146"
"5123","4449","187"
"1475","1219","111"
"1477","1221","111"
"1479","1223","111"
"1481","1225","111"
"1483","1227","111"
"1485","1229","111"
"1487","1231","111"
"1489","1233","111"
"1491","1235","111"
"1493","1237","111"
"5017","1243","111"
"5060","1302","112"
"5080","1238","111"
"5099","1293","112"
"5117","4448","194"
"5119","3862","152"
"5122","30","45"
"5124","4449","190"
"5125","4449","188"
"5126","4449","191"
"5127","4449","192"
"5128","4449","189"
"1516","1260","112"
"1518","1262","112"
"1520","1264","112"
"1522","1266","112"
"1524","1268","112"
"1526","1270","112"
"1528","1272","112"
"1530","1274","112"
"1532","1276","112"
"1534","1278","112"
"1536","1280","112"
"1538","1282","112"
"1540","1284","112"
"1562","1306","113"
"1563","1307","113"
"1564","1308","113"
"1565","1309","113"
"1566","1310","113"
"1567","1311","113"
"1568","1312","113"
"1569","1313","113"
"1570","1314","113"
"1571","1315","113"
"1572","1316","113"
"1573","1317","113"
"1574","1318","113"
"1575","1319","113"
"1576","1320","113"
"1577","1321","113"
"1578","1322","113"
"1579","1323","113"
"1580","1324","113"
"1581","1325","113"
"1582","1326","113"
"1584","1328","113"
"1585","1329","113"
"1586","1330","113"
"1587","1331","113"
"1588","1332","113"
"1589","1333","113"
"1590","1334","113"
"1591","1335","113"
"1592","1336","113"
"1593","1337","113"
"1594","1338","113"
"1595","1339","113"
"1596","1340","113"
"1597","1341","113"
"1598","1342","113"
"1600","1344","104"
"1601","1345","104"
"1602","1346","104"
"1603","1347","104"
"1605","1349","104"
"1606","1350","104"
"1607","1351","104"
"1608","1352","104"
"1609","1353","104"
"1610","1354","104"
"1611","1355","104"
"1612","1356","104"
"1613","1357","104"
"1614","1358","104"
"1615","1359","104"
"1616","1360","104"
"1617","1361","104"
"1618","1362","104"
"1619","1363","104"
"1620","1364","104"
"1621","1365","104"
"1622","1366","104"
"1623","1367","104"
"1624","1368","104"
"1625","1369","104"
"1626","1370","104"
"1627","1371","104"
"1628","1372","104"
"1629","1373","104"
"1630","1374","104"
"1631","1375","104"
"1632","1376","104"
"1633","1377","104"
"1634","1378","104"
"1635","1379","104"
"1636","1380","104"
"1637","1381","104"
"1638","1382","104"
"1639","1383","104"
"1640","1384","104"
"1641","1385","104"
"1642","1386","104"
"1643","1387","104"
"1644","1388","104"
"1645","1389","104"
"1646","1390","104"
"1647","1391","104"
"1648","1392","104"
"1649","1393","104"
"1650","1394","104"
"1651","1395","104"
"1652","1396","114"
"1653","1397","114"
"1654","1398","114"
"1655","1399","114"
"1656","1400","114"
"1657","1401","114"
"1658","1402","114"
"1659","1403","114"
"1660","1404","114"
"1661","1405","114"
"1662","1406","114"
"1663","1407","114"
"1664","1408","114"
"1665","1409","114"
"1666","1410","114"
"1667","1411","114"
"1668","1412","114"
"1669","1413","114"
"1670","1414","114"
"1671","1415","114"
"1672","1416","114"
"1673","1417","114"
"1674","1418","114"
"1675","1419","114"
"1676","1420","114"
"1677","1421","114"
"1678","1422","115"
"1679","1423","115"
"1680","1424","115"
"1681","1425","115"
"1682","1426","115"
"1683","1427","115"
"1684","1428","115"
"1685","1429","115"
"1686","1430","115"
"1687","1431","115"
"1688","1432","115"
"1689","1433","115"
"1690","1434","115"
"1691","1435","115"
"1692","1436","115"
"1693","1437","115"
"1695","1439","115"
"1697","1441","115"
"1698","1442","115"
"1699","1443","115"
"1700","1444","115"
"1701","1445","115"
"1702","1446","115"
"1703","1447","115"
"1704","1448","115"
"1705","1449","115"
"1706","1450","115"
"1707","1451","115"
"5061","1300","112"
"1709","1453","115"
"1710","1454","115"
"1711","1455","115"
"1712","1456","115"
"1729","1473","116"
"1730","1474","116"
"1731","1475","116"
"1732","1476","116"
"1733","1477","116"
"1734","1478","116"
"1735","1479","116"
"1736","1480","116"
"1737","1481","116"
"1738","1482","116"
"1739","1483","116"
"1740","1484","116"
"1741","1485","116"
"1742","1486","116"
"1743","1487","116"
"1744","1488","116"
"1745","1489","116"
"1746","1490","116"
"1747","1491","116"
"1748","1492","116"
"1749","1493","116"
"1750","1494","116"
"1751","1495","116"
"1752","1496","116"
"1753","1497","116"
"1754","1498","116"
"1755","1499","116"
"1756","1500","116"
"1757","1501","116"
"5081","1236","111"
"1759","1503","116"
"1760","1504","116"
"1761","1505","116"
"1762","1506","116"
"1763","1507","116"
"1764","1508","116"
"1765","1509","116"
"1766","1510","116"
"1767","1511","116"
"1768","1512","116"
"1769","1513","116"
"1814","1558","118"
"1815","1559","118"
"1816","1560","118"
"1817","1561","118"
"1818","1562","118"
"1819","1563","118"
"1820","1564","118"
"1821","1565","118"
"1822","1566","118"
"1823","1567","118"
"1824","1568","118"
"1825","1569","118"
"1826","1570","118"
"1827","1571","118"
"1828","1572","118"
"5100","1291","112"
"1830","1574","118"
"1831","1575","118"
"1832","1576","118"
"1833","1577","118"
"1834","1578","118"
"1835","1579","118"
"5120","3862","185"
"1837","1581","118"
"1838","1582","118"
"1839","1583","119"
"1840","1584","119"
"1841","1585","119"
"1842","1586","119"
"1843","1587","119"
"1844","1588","119"
"1845","1589","119"
"1846","1590","119"
"1847","1591","119"
"1848","1592","119"
"1850","1594","119"
"1851","1595","119"
"1852","1596","119"
"1853","1597","119"
"1854","1598","119"
"1855","1599","119"
"1856","1600","119"
"1857","1601","119"
"1858","1602","119"
"1859","1603","119"
"1860","1604","117"
"1861","1605","117"
"1862","1606","117"
"1863","1607","117"
"1866","1610","117"
"1867","1611","117"
"1868","1612","117"
"1870","1614","117"
"1873","1617","117"
"1876","1620","117"
"1877","1621","117"
"1878","1622","117"
"1880","1624","117"
"1883","1627","117"
"1886","1630","117"
"1887","1631","117"
"1889","1633","117"
"1890","1604","120"
"1891","1634","120"
"1892","1635","120"
"1893","1636","120"
"1894","1637","120"
"1898","1641","120"
"1900","1643","120"
"1901","1644","120"
"1903","1646","120"
"1904","1647","120"
"1906","1649","120"
"1907","1650","120"
"1908","1651","120"
"1911","1654","120"
"1914","1657","120"
"1915","1658","120"
"1916","1659","120"
"1918","1661","120"
"1920","1663","120"
"1923","1665","109"
"1924","1666","109"
"1925","1667","109"
"1926","1668","109"
"1927","1669","109"
"1928","309","121"
"1930","1671","121"
"1931","1672","121"
"1932","1673","122"
"1933","1674","122"
"1934","1675","122"
"1935","1676","122"
"1936","1677","122"
"1937","1678","123"
"1938","1679","123"
"1939","1680","123"
"1940","1681","123"
"1941","1682","123"
"1942","1683","124"
"1943","1684","124"
"1944","1685","124"
"1945","1686","124"
"1946","1687","124"
"1973","1608","120"
"1974","1609","120"
"1975","1613","120"
"1976","1615","120"
"1977","1616","120"
"5019","1241","111"
"1979","1619","120"
"1980","1623","120"
"1981","1625","120"
"1982","1626","120"
"1983","1628","120"
"1984","1629","120"
"1985","1632","120"
"1986","1638","117"
"1987","1639","117"
"1988","1640","117"
"1989","1642","117"
"1990","1645","117"
"1992","1652","117"
"1993","1653","117"
"1994","1655","117"
"1995","1656","117"
"1996","1660","117"
"1997","1662","117"
"1998","1664","117"
"2008","448","81"
"2009","1688","110"
"2010","1689","125"
"2011","1690","125"
"2012","1691","125"
"2013","1692","125"
"2014","1693","125"
"2015","1694","125"
"2016","1695","125"
"2017","1696","125"
"2018","1697","125"
"2019","1698","125"
"2020","1699","125"
"2021","1700","125"
"2022","1701","125"
"2023","1702","125"
"2024","1703","125"
"2025","1704","125"
"2026","1705","125"
"2027","1706","125"
"2028","1707","125"
"2029","1708","125"
"2030","1709","125"
"2031","1710","125"
"2032","1711","125"
"2033","1712","125"
"2034","1713","125"
"2035","1714","125"
"2036","1715","125"
"2037","1716","125"
"2038","1717","125"
"2039","1718","125"
"2040","1719","125"
"2041","1720","125"
"2042","1689","126"
"2043","1721","126"
"2044","1722","126"
"2045","1723","126"
"2046","1724","126"
"2047","1725","126"
"2048","1726","126"
"2049","1727","126"
"2050","1728","126"
"2051","1729","126"
"2052","1730","126"
"2053","1731","126"
"2054","1732","126"
"2055","1733","126"
"2056","1734","126"
"2057","1735","126"
"2058","1736","126"
"2059","1737","126"
"2060","1738","126"
"2061","1739","126"
"2062","1740","126"
"2063","1741","126"
"2064","1742","126"
"2065","1743","126"
"2066","1744","126"
"2067","1745","126"
"2068","1746","126"
"2069","1747","126"
"2070","1748","126"
"2071","1749","126"
"2072","1750","126"
"2073","1751","127"
"2074","1752","127"
"2075","1753","127"
"2076","1754","127"
"2077","1755","127"
"2078","1756","127"
"2079","1757","127"
"5062","1298","112"
"2081","1759","127"
"2082","1760","127"
"2083","1761","127"
"2084","1762","127"
"2085","1763","127"
"2086","1764","127"
"2087","1765","127"
"2088","1766","127"
"2089","1767","127"
"2090","1768","127"
"2091","1769","127"
"2092","1770","127"
"2093","1771","127"
"2094","1772","127"
"2095","1773","127"
"2096","1774","127"
"2097","1775","128"
"2098","1776","128"
"2099","1777","128"
"2100","1778","128"
"2101","1779","128"
"2102","1780","128"
"2103","1781","128"
"2104","1782","128"
"2105","1783","128"
"2106","1784","128"
"2107","1785","128"
"2108","1786","128"
"2109","1787","128"
"2110","1788","128"
"2111","1789","128"
"2112","1790","128"
"2113","1791","128"
"2114","1792","128"
"2115","1793","128"
"2116","1794","128"
"2117","1795","128"
"2118","1796","128"
"2119","1797","128"
"2120","1798","128"
"2121","1799","128"
"2122","1800","128"
"2123","1801","128"
"2124","1802","128"
"2125","1803","128"
"2126","1804","128"
"2127","1805","128"
"2128","1806","128"
"2129","1775","129"
"2130","1807","129"
"2131","1808","129"
"2132","1809","129"
"2133","1810","129"
"2134","1811","129"
"2135","1812","129"
"2136","1813","129"
"2137","1814","129"
"2138","1815","129"
"2139","1816","129"
"2140","1817","129"
"2141","1818","129"
"2142","1819","129"
"2143","1820","129"
"2144","1821","129"
"2145","1822","129"
"2146","1823","129"
"2147","1824","129"
"2148","1825","129"
"2149","1826","129"
"2150","1827","129"
"2151","1828","129"
"2152","1829","129"
"2153","1830","129"
"2154","1831","129"
"2155","1832","129"
"2156","1833","129"
"2157","1834","129"
"2159","1836","130"
"2160","1837","130"
"2161","1838","130"
"2162","1839","130"
"2163","1840","130"
"2164","1841","130"
"2165","1842","130"
"2166","1843","130"
"2167","1844","130"
"2168","1845","130"
"2169","1846","130"
"2170","1847","130"
"2171","1848","130"
"2172","1849","130"
"2173","1850","130"
"2174","1851","130"
"2175","1852","130"
"2176","1853","130"
"2177","1854","130"
"2178","1855","130"
"2179","1856","130"
"2181","1858","130"
"2182","1859","130"
"2183","1860","130"
"2184","1861","130"
"2185","1862","130"
"2186","1863","130"
"2187","1864","130"
"2188","1865","130"
"2189","1866","130"
"2190","1867","130"
"2191","1868","130"
"2192","1869","130"
"5063","1296","112"
"2194","1870","131"
"2195","1871","131"
"2196","1872","131"
"2197","1873","131"
"2198","1874","131"
"2199","1875","131"
"2200","1876","131"
"2201","1877","131"
"5082","1234","111"
"2203","1879","131"
"2204","1880","131"
"2205","1881","131"
"2206","1882","131"
"2207","1883","131"
"2208","1884","131"
"2209","1885","131"
"2210","1886","131"
"2211","1887","131"
"2212","1888","131"
"2213","1889","131"
"2214","1890","131"
"2215","1891","131"
"2216","1892","131"
"2217","1893","131"
"2218","1894","131"
"2219","1895","131"
"2220","1896","131"
"2221","1897","131"
"2222","1898","131"
"2223","1899","131"
